2.793285954428010101e-02,1.256307076602082740e+00,-3.596529213570977962e-02,-1.900446523526587495e+00
5.240463951795229502e-02,-1.287807844913760658e+00,-7.457681446792406577e-02,1.850208567116421232e+00
-1.258521026146416227e-02,-6.753367161972991806e-01,1.684868249096534154e-02,8.962683412878481581e-01
-8.488316417249411328e-03,1.555561685791517990e+00,4.506788569643441211e-03,-2.407343992797968291e+00
3.951709093901393383e-02,-7.096480772667250747e-01,-7.253303755047321721e-02,9.383211968100311218e-01
-1.116260833397632324e-02,-1.115458584692240906e+00,-5.642587919243852168e-03,1.482169868159469273e+00
-2.217135142459704389e-02,1.680164134591192404e+00,8.118956279277445010e-04,-2.633195672236342766e+00
1.501193366759506764e-02,-4.219065004099094018e-01,-3.482146729094373616e-02,5.693886616664769473e-01
2.567348403348906904e-02,1.279413350222871282e+00,-3.834915113558275829e-02,-1.924231390779023165e+00
1.039674285781149038e-01,1.355239353288375748e+00,-1.569356255806328981e-01,-2.097557791260058924e+00
5.272248426064776727e-02,-2.407933541141074052e-01,-8.041674218720168410e-02,2.966925996452332015e-01
1.019279388020214588e-03,4.872119668246808338e-02,-3.211551358927235145e-03,-8.676506853930168739e-02
3.808982007914844814e-02,1.756185898765874498e+00,-5.969603706241360941e-02,-2.656322927550801349e+00
1.102570394562249756e-01,9.634796135724132959e-02,-1.706267501680620580e-01,-2.604168404781819213e-01
1.331039495703923575e-02,7.699092132247469245e-01,-2.387543329271361869e-02,-1.170635851333775124e+00
6.697793945355789980e-02,1.143598522330107059e+00,-1.058441620444858788e-01,-1.769839566777394069e+00
6.926866554766519801e-02,-5.869463149123705925e-01,-1.100814853942923000e-01,7.646022484591736834e-01
1.002400471683348449e-02,6.070731775660570539e-01,-1.587612143847351442e-02,-9.036970241721128394e-01
3.949887934322188210e-03,-1.517621290908698350e+00,-6.742408963185482842e-03,2.259090743921444933e+00
-7.085821610886719468e-02,-7.060838920402432439e-01,1.045791044068591774e-01,1.073286172182832177e+00
-9.183641581773285822e-02,3.626503758801773447e-01,1.389306953810578726e-01,-4.159253157017328562e-01
-1.694680894746534300e-02,-8.423693019400773085e-01,2.287765733422653103e-02,1.251115081803648277e+00
-4.247238847555367264e-02,4.079278693455666294e-01,6.097586070005533987e-02,-5.852265465234096631e-01
-2.664260162020727629e-02,-2.407145991338416335e-02,3.983276234360796919e-02,1.070404807800880986e-01
-2.043837791172638252e-02,3.582435200573554912e-01,3.556476955546206131e-02,-4.265417094590898128e-01
